FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
香格里拉休閒農場,Shangrila Leisure Farm(香格里拉休閒農場),,【香格里拉休閒農場】位於宜蘭縣冬山鄉海拔250公尺的山麓上，氣候舒適景色怡人，農場內規劃住宿區、農村體驗區、廟口文化區、烏心石樹林自然生態區等區域，讓旅人不需往高海拔的山上跑，即可在山林裡體驗生態自然、享受森呼吸放鬆身心。。農場住宿區「松羅館」以珍貴台灣紅檜打造視野極佳景觀客房，此檜木均來自太平山千年的神木，一推開房門，便可感受檜木清香撲鼻而來，吸收千年神木散發出來的芬多精，增進您的能量。松羅館的房型包含雙人房、四人房、樓中樓房型等，以滿足不同客源的需求。。最具特色的「廟口文化區」更規畫一連...,Shangrila Leisure Farming is located on Dayuan Mountain and covers an area of 55 hectares divided into an accommodation area， agricultural area， temple culture area， and Formosan Michelia natural forest ecosystem area. The farm provides country-style buffets， set meals， and a garden caf&eacute； in addition to one-day and two-day itineraries.。The biggest feature of the farm is the temple culture area， which has top spinning， puppetry， sky lanterns， and tangyuan. You can also make harvest baskets...,,1150901,1150930,(03)9511456,(03)9515222,269,10002,冬山鄉,大進村梅山路168號,No. 168， Meishan Rd.， Dajing Vil.,,http://www.shangrilas.com.tw/shangrila/,121.729009,24.632506,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/99/480x360_rz3equhyf0nq6j8cp8m50adun1ge4i5t.jpg
奈米休閒農場,,,「葡萄樹，你的使命是成為酒，使神滿足、使人喜樂。」《聖經》對葡萄樹的期盼恰恰落實在位於彰化縣大村鄉的「奈米休閒農場」中。。「奈米休閒農場」是台灣少見以葡萄為主題的農場，主人黃錫瑋二十餘年的苦心研究下，以有機農業的方式結合「生活、生產與生態」三指標，讓園內的巨峰葡萄在寒暑兩季結實纍纍，綠的、紅的、紫的滿掛枝頭。。除了能在葡萄藤架下暢飲瓊漿玉液，體驗酒神的享樂，更能親自動手摘採葡萄，製作葡萄酒、葡萄果醬、葡萄醋釀等廚藝DIY，和彩繪陶藝、生態導覽等，讓來客有豐富新奇的體驗。。做了這麼多事，肚子...,,,1150901,1150930,(09),,515,10007,大村鄉,南勢村南二橫巷8號,,,,120.542694,23.983951,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/192/480x360_a82e3b89e49847d3a05a13dbf5e44be2.jpg
鴻旗有機休閒農場,,,「鴻旗有機休閒農場」由教育界退休的許天來老師所創立，農場位於水源保護區內，佔地約十公頃，不但水質未受污，場內肥沃的有機土壤也經過「中華有機農業協會」驗證通過，生產的產品也都經過品質認證，可以讓民眾吃得很健康也很放心。農場由有機農場轉型為休閒農場，目的就是希望可以讓更多人可以了解有機農業對大家健康的重要，也可以了解愛護土地才能讓我們生活的更快樂。。體驗活動。鴻旗採果樂。成團人數：15人。費用：250元/人。內容：生態導覽、火龍果採果1~2顆。產季：2月~3月、6~7月。報名方式：電話...,,,1150901,1150930,(08)7967301,,906,10013,高樹鄉,泰山村25鄰產業路330號,,,,120.611163,22.795271,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25227/480x360_agrispots-image-lzmisleidugvpcmjjwxkcq.jpg
魔菇部落休閒農場,,,無毒新樂園讓小菇不獨處。當蕈優科技農業已經步入正軌同時，創辦人隨即以推廣親子休閒、生態旅遊和樂活美食結合為目標，。創立了「魔菇部落」。。 。以「親子休閒、生態旅遊、樂活美食」為目標，在充滿歡樂與驚奇的魔菇部落裡，可以徜徉碧草綠原、探索菇蕈原始林、還能由覽專員的帶領下，一窺蕈優科技菇類生產庫房，並體驗親手DIY種菇、餅乾DIY和PIZZA DIY的樂趣。。 。魔菇部落是一座以菇類為主題的休閒農場，結合食農教育與寓教於樂的體驗活動，帶您走進菇的奇妙世界。園區提供多元DIY課程，從採菇到菇類...,,,1150901,1150930,(04)8521898,(04)8525288,513,10007,埔心鄉,柳橋東路829號,,,http://www.mmts.com.tw/,0,0,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/193/480x360_00(3).jpg
雲也居一休閒農場,,,「雲也居一」是苗栗山區知名的景觀餐廳，地處山腰上，遠眺大雪山山脈，每當天氣轉變、氣溫下降時，白色的霧氣瀰漫整個山嶺，讓人彷彿置身仙境，來到雲也居一不只可以欣賞優美的山景，還能感受到田媽媽彭麗貞親切誠懇的客家風情。。客語「薑麻」是薑母的意思，麗貞媽媽一家人在這裡種出漂亮薑母，研發出一系列「薑」創意料理，還曾獲選為2011年十大神農獎第一名。薑麻園的薑是「種薑」，肉身較長、厚實、芽點多，種在排水性良好、土質紮實的帶石粒土壤中，薑很能吃肥，每種兩年要休耕五年，讓土壤以自然的方式恢復天然養份。。老薑...,,,1150901,1150930,(037)951530,(037)951396,364,10005,大湖鄉,栗林村薑麻園6號,,,https://milehigh.com.tw/,120.828130,24.385720,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3058/480x360_9pn1wt2xqnzdpnb2kzdse8t31ynwx51w.jpg
雪霸休閒農場,,,雪霸休閒農場。  。  說台灣的歐洲花園在雪霸休閒農場，一點兒也不為過。豔陽天的夏日，循著竹 122 線往觀霧的大鹿林道走，沿途林木參天，成群成排的杉木林，為遊客遮陽，消去暑意，到了雪霸休閒農場，依山傍景而建的小木屋群映入眼簾，真正徜徉在山林中，這兒視野最好的地方，就屬園內名符其實的雲海咖啡廳，放眼望去，毫無屏障的視野，可以耗去一整個下午，在這兒靜靜欣賞雲霧在山林間的變化。。  。  。  不只看景，這兒還能品嚐到道地歐式水果，夏天最有名的，就是 7 到 8 月盛產的小藍莓，住宿的房客...,,,1150901,1150930,(03)5856192,(03)5857182,311,10004,五峰鄉,桃山村民石380號,,,https://www.sheipa.com.tw/,121.117813,24.527648,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/142/480x360_20151119170304.jpg
菊園休閒農場,,,菊園休閒農場。位於苗栗大湖與三義交界處的「菊園民宿農場」，可說是當地最具風格的民宿農場，而這裡的房型大緻可分為兩區域：位於菊園民宿農場主建築物下的房型，多有獨有的浪漫風格，讓人有如置身峇里島或五星級飯店的優質感受。而位於菊園庭園後方的民宿，是讓人倍感悠閒的小木屋房間，這兒可是發現螢火蟲的好地方，喜歡大自然生態的旅人，一定會喜歡上這裡。當然了，無論旅人選擇的房型為何，一定都能感受到菊園民宿的熱情與優雅魅力。。(圖片取自：菊園客家庄FB) 。菊園民宿農場位於海拔800公尺的山坡，視野極佳的地理...,,,1150901,1150930,(037)951522,,364,10005,大湖鄉,栗林村9鄰薑麻園13號,,,,120.824567,24.387433,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/165/480x360_20151119170506.jpg
白石森活休閒農場,,,白石森活休閒農場。農場座落於內湖碧山路的白石湖社區，具有休閒、教育、生產、體驗四合一功能，於2010年8月取得行政院農委會休閒農場許可登記，為內湖白石湖社區最具特色和農場景觀的美麗戶外休憩園地。 。綠意盎然的自然生態園區。農場位於白石湖山山麓，面積約3800坪，旁邊溪溝上游是清澈的水源頭，風景秀麗，芬多精和陰離子俱足。農場主人從事有機耕作逾30年，平地種植特用植物，坡地種植柚子、蔬果等，其餘大部分為原生林木區，林間蕨類族群茂盛，園區有筆筒樹、臺灣桫欏、鬼桫欏、臺灣樹蕨、觀音座蓮蕨等蕨類植物...,,,1150901,1150930,(02)27943131,,114,63000,內湖區,碧山路58號,,,https://www.whiterockfarm.com.tw/,121.594055,25.105096,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/91/480x360_202007291051.jpg
花泉休閒農場,,,走進花泉休閒農場，就要開始享受它自然純真的生活，讓您的步調可以很隨興、很簡單。在這裡沒有城巿的污染和喧囂，你可以借以洗滌滿身的塵埃豐潤心靈，不用花大錢就能得到的單純快樂！園區內有一道一道乾淨又冰冰涼涼的自然湧泉湧出地面，讓喜歡與大自然為伴的朋友，可以享受純樸的休憩時光！。主人在清溪河畔種滿了花、老樟樹和各種水生植物，豐富自然的生態，讓到訪的遊客可以在樹蔭下乘涼，欣賞植物的豐美；清晨，陽光乍現即可看見魚鷹捕獵的英姿，當夜晚來臨時可觀賞蛙類兩棲生態。 午後，溫暖的陽光照耀在身上，踩著悠閒的腳步在田...,,,1150901,1150930,(03)9221506,,264,10002,員山鄉,尚德村八甲路15-1號,,,,121.704623,24.727313,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3002/480x360_ed3ba10d6bb549f9b33f9734cccd088a.jpg
清香休閒農場,,,清香休閒農場位於台北市內湖區大湖山莊通往五指山的路上，99年通過為合法休閒農場、109年通過為特色農遊認證水果類場域～農場裡種植產銷履歷草莓、有機草莓、安心椪柑、有機桶柑、玉女小番茄、蘿蔔、地瓜、楊梅、桂竹筍～農場主人許三奇曾當選過全國模範農民，是個熱愛土地用心耕耘的樸實農民。。農場視野遼闊、停車方便有50個停車位，內溝溪流經園區，依山傍水生態豐富，擁有道地的植種農作物，有椪柑、桶柑、草莓、番茄、地瓜、白蘿蔔&hellip；&hellip；前來採果、DIY、食農體驗、休閒、放鬆、或在柚子林下遠...,,,1150901,1150930,(09),(02)27903466,114,63000,內湖區,大湖街206號,,,https://www.refresh.com.tw/,0,0,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25289/480x360_agrispots-image-n-mk01wnqk6ithob6tusqa.jpg
大坑休閒農場,,,位於台南新化的「大坑休閒農場」是知名的台南景點，由三代同堂共同經營，蔡家阿公阿嬤原來在這塊山坡地種竹筍、種蔬果、養雞，直到第二代蔡爸蔡媽接手後從事畜牧業，並逐漸轉型為休閒農場，這裡不僅有超夢幻超好拍的紫藤花隧道，此外還有山泉SPA、高空滑車、繩索吊橋等多元化休閒設施，不管大人小孩都能玩得很開心！。到這裡當然不能錯過美味佳餚，農場獨創的鄉村特色菜非常多，讓許多饕客都為了他們家的料理與熱情而來，農場的食材都是自家生產，不管是炭烤土雞、炭烤迷你豬或是鮮筍料理都非常受歡迎，尤其竹筍料理更有多達十幾種吃...,,,1150901,1150930,(06)5941555,(06)5940266,712,67000,新化區,大坑里82號,,,https://www.idakeng.com.tw/,120.390500,23.007220,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/34709/480x360_agrispots-image-dminiktug0knrfr9znufjq.jpg
旺山休閒農場,,,旺山休閒農場。旺山休閒農場可聲稱是全國最大的南瓜園，原位於宜蘭縣壯圍鄉新南村蘭陽溪堤防旁的旺山哈密瓜園，初經營時沒有店面只有手寫字的招牌，以新疆哈密瓜為主要種植，為了轉型為休閒農業，開始收集世界各國南瓜品種，堅持嚴格篩選及細心培育，現今園區內奇形怪狀又五顏六色的造型南瓜以及如大紅燈籠高掛的大紅南瓜&hellip；&hellip；等等，已經擁有高達百種以上的品種。排除南瓜僅能食用的觀點，園區內的南瓜更可觀賞或當擺飾。每年5月份端午節前後是其盛產期，總是吸引著許多遊客駐足觀賞，在南瓜隧道中穿梭拍照...,,,1150901,1150930,(09),(03)9382870,263,10002,壯圍鄉,新南村新南路106-11號,,,,121.807281,24.726650,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25384/480x360_agrispots-image-z3tm2_l-tk-jfhvff9630a.jpg
好時節休閒農場,,,好時節休閒農場善用農場的生產、生活、生態農業資源，努力營造農村食、農、遊、藝、景五大領域之主題特色，富有豐富的自然生態以及節能永續的環保巧思，不斷提升內部人員之服務品質，讓遊客可以親身感受農村溫暖的人情味；許多農村的工藝與美好事物正不斷流失與消逝，希望好時節休閒農場可以成為見證農村之美與感受農村豐富生命力的快樂天堂。。體驗活動。固定推出。窯烤pizza diy。藉由真實的體驗過程，結合好時節農莊中的永續菜園，認識在地的新鮮食材，親自動手操作，完整地了解產地到餐桌的過程，並使用環保節能的「...,,,1150901,1150930,(03)3889689,(03)3887489,335,68000,大溪區,康莊路三段225號,,,https://www.luckytime.com.tw/,121.282110,24.854354,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/139/480x360_70v27h3z38cc7st93dmvhskwu4ysva88.jpg
大塭休閒農場,,,大塭觀光休閒養殖區於民國七十四年成立，以純淨的海水養殖紅蟳青蟳魚蝦等，質好味美，其中又以蟹黃飽滿，肉質甜美的紅蟳、青蟳最受歡迎。因此，大塭養殖區向以生產「蘭陽蟳」為美名。隨國人休閒觀念風潮盛行，於民國八十八年轉型成結合餐飲與養殖魚業休閒體驗特色園區，其中，經常受報章媒體雜誌報導推薦的「蘭陽蟳屋餐廳」以選用當季海鮮料理聞名，其中更以各式紅蟳料理最為知名，您可以在擁有佔地寬廣的餐廳內，享受鮮嫩海鮮的美味。。在漁業體驗方面，可提供民眾從事捉泥鰍、划鴨母船、抓虱目魚、踩水車、魚拓、魚丸DIY以及用傳統...,,,1150901,1150930,(03)9870558,,262,10002,礁溪鄉,玉龍路二段497號,,,https://www.dawen.com.tw/,121.796456,24.819497,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/100/480x360_20151124173916.jpg
天山休閒農場,,,天山農場位於宜蘭縣三星鄉天送埤休閒農業區內，佔地約三公頃，創立於民國七十一年，原本為養豬農場，於民國九十二年設立以豬為主題的休閒農場，農場四周環境為一口袋型盆地，三面環山，為天送埤下湖所在地。入口處有安農溪繞過，泛舟碼頭就在農場正門口，鄰近為砌石田埂梯田純樸恬靜的地貌。自然生態豐富，來此一遊彷彿置身陶淵明所言「採菊東離籬下，悠然見南山」之情境。。關於我們。位在宜蘭縣天送埤的天山農場，是一個三面環山，俯視三星鄉沃野平疇的好地方，安農溪的流水，揚起泛舟船槳的追逐，豬寶寶文物館，訴說主人與豬隻相戀...,,,1150901,1150930,(03)9891698,,266,10002,三星鄉,天山村下湖路1號,,,https://tianshan.yilan-travel.com.tw/?fbclid=IwAR3nQDJpBhDpBdnaQf0s4rcAKzT3I0ujAyTknC5FDg0zA32ujsirb0m792w,121.628330,24.656366,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/132/480x360_yk0ipbm2ftwm20rf577z2j686f7vfx3c.jpg
不一樣鱷魚生態休閒農場,,,臺灣鱷魚王在這裡。不一樣鱷魚生態休閒農場，位於屏東潮州，是一個擁有很多「不一樣」元素的休閒農場，農場適合農村旅遊，生態體驗，場內自然環境豐富，除了有多品種的鱷魚，包括河口鱷、尼羅河鱷、凱門鱷等，還有很多親近人的小動物，包括雞、鵝、兔子、象龜等。也常有野生的鳥類棲息。。不一樣的生態教育。各種動物的有趣行為，例如，母雞帶小雞、龜兔賽跑、雞睡樹上，鱷魚繁殖的護巢行為，烏龜愛吃姑婆芋等，除了觀察也能互動，並了解動物與自然的共生，認識動物，愛護動物，讓喜歡生態的朋友有個友善接觸的環境。。全身都是寶...,,,1150901,1150930,(09),(08)7881707,920,10013,潮州鎮,太平路600巷108號,,,http://www.crocodile-farm.com.tw/,120.535147,22.562699,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/252/480x360_鱷魚農場景觀-06-resize.jpg
梅居休閒農場,,,位於陽明山平菁街43巷底的梅居休閒農場，印入眼簾的是群山環繞的壯闊，感受的是遠離塵囂的幽靜。。感念長輩辛勞耕耘的橘子園地，郭大哥與安心姊將荒蕪橘子園，開創出與山林動植物和諧共生的永續環保農場。。我們希望每位蒞臨的客人，都能好好享受山上新鮮空氣、眺望台北盆地美景，從體內至感官，都能享受友善自然的愉悅時光。。在地美食。農場附設無菜單蔬食餐廳，主廚運用時令蔬果，烹調出各式各樣的蔬食料理，堅持使用當地食材，縮短從產地到餐桌的時間，讓客人品嘗最新鮮、健康的料理。。餐廳經中國回教協會核發的穆斯林友...,,,1150901,1150930,(09),,111,63000,士林區,平等里平菁街43巷99號,,,https://www.meigfarm.com/,121.575238,25.141247,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25120/480x360_agrispots-image-khbonm2dh0udqkznzbk59a.png
